pitch_hist_cos_10,pitch_hist_cos_20,pitch_hist_cos_50,pitch_hist_cos_100,file_name,grade
0.6856208767356147,0.5397071240564911,0.17349860583593235,0.0027836285986715197,./submissions/572_recording-0-2019-05-05T04-45-14-745Z-0.wav,4
0.7127437113268335,0.724811701965437,0.5387670881544593,0.47698212351210373,./submissions/577_recording-0-2019-05-05T04-57-13-820Z-0.wav,2
1.0,1.0,1.0,1.0,./submissions/565_recording-0-2019-05-04T09-49-14-361Z-0.wav,1
0.35648524301889395,0.3385312572974958,0.24994616804790576,0.04818798658719748,./submissions/567_recording-0-2019-05-04T10-10-24-080Z-0.wav,3
0.7631366427832864,0.7469049220572648,0.345006063523746,0.04970749279521866,./submissions/582_recording-0-2019-05-05T05-12-15-767Z-0.wav,4
0.46241621759924767,0.46976177506430916,0.3577520099174513,0.22141339351380762,./submissions/587_recording-0-2019-05-05T05-22-47-145Z-0.wav,3
0.8420118919281837,0.8345091519371132,0.8255310936095213,0.8231296078079202,./submissions/592_recording-0-2019-05-05T05-32-03-608Z-0.wav,1
0.9121723985229032,0.9168644569751615,0.8204174573742063,0.6290795204169498,./submissions/596_recording-0-2019-05-05T05-43-27-858Z-0.wav,2
0.979054509280229,0.9740279480864985,0.9558879161785485,0.8756420887812947,./submissions/601_recording-0-2019-05-05T05-51-46-502Z-0.wav,1
0.8809066943930722,0.8780736890757125,0.8626942607105826,0.8723622577776206,./submissions/606_recording-0-2019-05-05T06-01-32-698Z-0.wav,1
0.7184751336844915,0.6542528817265195,0.44281770399484116,0.06488445757764612,./submissions/615_recording-0-2019-05-06T16-06-31-935Z-0.wav,4
0.40488457222408414,0.3881834554096557,0.15846182387061802,0.03418228945500967,./submissions/620_recording-0-2019-05-06T16-23-04-516Z-0.wav,4
0.4657752305779748,0.4050667559950377,0.056418071516510106,0.002928098760263064,./submissions/621_b8e2940b0cd34a0498cf006dda8cd4b2.wav,4
1.0,1.0,1.0,1.0,./submissions/623_afeeb2e544474236829031c080bfa6a1.wav,1
0.3154436929255355,0.27240629801265104,0.030617635963196384,0.0005627076903213927,./submissions/624_7597b0c867a34647a623207e69e25851.wav,4
