mean_diff,std_diff,com_diff_dist,diff_0_20,diff_20_50,diff_50_100,diff_100_Inf,mean_diff_ext,diff_ext,com_diff_dist_ext,file_name,grade
66.70967899987457,136.03553678192617,5.634174311926605,0.5538990825688074,0.22018348623853212,0.06995412844036697,0.1559633027522936,223.4050998512758,42.71539306640625,9.206422018348624,./submissions/49_recording-0-2019-01-07T06-17-05-300Z-0.wav,4
28.201542565581995,34.808962289247106,5.060779816513762,0.5206422018348624,0.33256880733944955,0.12155963302752294,0.02522935779816514,69.70148824989249,37.8961181640625,7.1422018348623855,./submissions/53_recording-0-2019-01-11T06-21-27-678Z-0.wav,3
26.990924660218965,43.727067172182856,4.817660550458716,0.6823394495412844,0.1938073394495413,0.05963302752293578,0.06422018348623854,76.67951503368693,23.888427734375,7.114678899082569,./submissions/54_recording-0-2019-01-11T06-38-52-096Z-0.wav,4
33.74334114844646,43.066609385571056,5.23394495412844,0.48509174311926606,0.30963302752293576,0.16055045871559634,0.04472477064220184,84.28928648222477,45.674896240234375,7.518348623853211,./submissions/60_recording-0-2019-01-15T17-13-18-532Z-0.wav,3
832.4639058244338,848.2600836207932,11.79816513761468,0.026376146788990827,0.09403669724770643,0.16628440366972477,0.713302752293578,1912.8261259586438,1901.0864868164062,17.041284403669724,./submissions/61_recording-0-2019-01-15T17-17-11-334Z-0.wav,1
996.2781520458536,443.5382060058823,13.944954128440367,0.02981651376146789,0.011467889908256881,0.0011467889908256881,0.9575688073394495,1415.8916648374784,1207.3617248535156,16.01834862385321,./submissions/97_recording-0-2019-02-15T13-21-31-127Z-0.wav,1
31.19889901537414,22.703700253309155,5.605504587155964,0.29128440366972475,0.606651376146789,0.07912844036697247,0.022935779816513763,58.51040845398509,37.542205810546875,6.839449541284404,./submissions/98_recording-0-2019-02-21T10-40-36-154Z-0.wav,4
19.609380651403356,19.130129618361195,4.767806267806268,0.6296296296296297,0.32336182336182334,0.03418803418803419,0.01282051282051282,43.79056999900124,26.5513916015625,6.357954545454546,./submissions/103_recording-0-2019-02-25T23-00-29-447Z-0.wav,4
30.703022948098837,75.32380559983677,4.931192660550459,0.6536697247706422,0.2603211009174312,0.045871559633027525,0.040137614678899085,88.31544088661124,26.179351806640625,7.041284403669724,./submissions/105_recording-0-2019-02-25T23-07-35-099Z-0.wav,4
30.12760581861534,26.52378359585574,5.396011396011396,0.3945868945868946,0.47150997150997154,0.10968660968660969,0.024216524216524215,63.83676945079457,39.8433837890625,7.056818181818182,./submissions/109_recording-0-2019-02-27T14-03-12-470Z-0.wav,4
26.892984092782395,23.39481955055233,5.193807339449541,0.4827981651376147,0.3841743119266055,0.12041284403669725,0.01261467889908257,59.3848053818449,36.02862548828125,6.926605504587156,./submissions/119_recording-0-2019-02-27T17-11-30-210Z-0.wav,4
88.28832181878046,123.07273000282868,7.036697247706422,0.1353211009174312,0.29243119266055045,0.3761467889908257,0.19610091743119265,214.07465327551606,90.990234375,9.293577981651376,./submissions/121_recording-0-2019-02-28T01-40-53-437Z-0.wav,2
72.79294747168865,119.46459510896351,6.444954128440367,0.28325688073394495,0.3302752293577982,0.18807339449541285,0.19839449541284404,197.98231940313218,77.14047241210938,9.15137614678899,./submissions/122_recording-0-2019-02-28T01-45-23-503Z-0.wav,3
30.82405874269818,39.57819613286891,5.25802752293578,0.5298165137614679,0.33256880733944955,0.08486238532110092,0.052752293577981654,77.21542946351778,35.777618408203125,7.197247706422019,./submissions/127_recording-0-2019-03-02T18-01-45-359Z-0.wav,4
30.025097628252222,45.957732818700286,5.158256880733945,0.49426605504587157,0.40022935779816515,0.06077981651376147,0.04472477064220184,75.53290130895212,31.3145751953125,7.009174311926605,./submissions/128_recording-0-2019-03-02T18-04-23-971Z-0.wav,4
48.1434708341546,93.56298286029953,5.329128440366972,0.573394495412844,0.2603211009174312,0.045871559633027525,0.12041284403669725,153.57206516090883,32.8515625,8.31651376146789,./submissions/129_recording-0-2019-03-06T08-55-40-566Z-0.wav,4
27.8075303943879,29.1681482984532,5.2327981651376145,0.4713302752293578,0.40825688073394495,0.08944954128440367,0.03096330275229358,62.76052212496416,33.900604248046875,6.885321100917431,./submissions/152_recording-0-2019-03-11T15-15-28-451Z-0.wav,3
44.949083940698465,59.98971456138991,5.75,0.39908256880733944,0.2809633027522936,0.24885321100917432,0.07110091743119266,113.66695131074398,61.65740966796875,8.027522935779816,./submissions/193_recording-0-2019-03-13T18-58-57-377Z-0.wav,3
36.81784197606078,55.07145783765171,5.443807339449541,0.4552752293577982,0.356651376146789,0.1444954128440367,0.04357798165137615,92.0067211466098,42.32855224609375,7.490825688073395,./submissions/194_recording-0-2019-03-13T18-59-38-471Z-0.wav,3
31.735650478265224,72.45760375306449,4.887464387464387,0.6381766381766382,0.2905982905982906,0.02849002849002849,0.042735042735042736,92.37077123468572,24.221450805664062,7.073863636363637,./submissions/211_recording-0-2019-03-18T17-02-46-446Z-0.wav,4
17.40320467609286,23.068167958504215,4.383190883190883,0.7207977207977208,0.2207977207977208,0.042735042735042736,0.01566951566951567,44.10946273803711,21.8079833984375,6.261363636363637,./submissions/212_recording-0-2019-03-18T17-05-27-958Z-0.wav,4
