pitch_hist_cos_10,pitch_hist_cos_20,pitch_hist_cos_50,pitch_hist_cos_100,file_name,grade
0.2781608935254519,0.25035187333748016,0.06677369668774838,0.012969658562054908,./submissions/49_recording-0-2019-01-07T06-17-05-300Z-0.wav,4
0.33637751666368154,0.3643603933689769,0.19065027791746553,0.017386952112805706,./submissions/53_recording-0-2019-01-11T06-21-27-678Z-0.wav,3
0.28665546088666943,0.20944564858868897,0.024625701609850562,0.005959922710472821,./submissions/54_recording-0-2019-01-11T06-38-52-096Z-0.wav,4
0.4246777004660794,0.3601377760466103,0.3952876216605815,0.06269646975528606,./submissions/60_recording-0-2019-01-15T17-13-18-532Z-0.wav,3
0.9653434756610998,0.9566048830018345,0.8930765351263455,0.7825252257396578,./submissions/61_recording-0-2019-01-15T17-17-11-334Z-0.wav,1
0.578449348378796,0.5647006328163585,0.5034933832955311,0.4993984336423051,./submissions/97_recording-0-2019-02-15T13-21-31-127Z-0.wav,1
0.7066133410989371,0.6709729670440374,0.5051390984370202,0.007047910145791822,./submissions/98_recording-0-2019-02-21T10-40-36-154Z-0.wav,4
0.34159659223071054,0.3116280122835716,0.11699924588705617,0.002612167495166342,./submissions/103_recording-0-2019-02-25T23-00-29-447Z-0.wav,4
0.3387456818014127,0.27073448004351475,0.02373198149519785,0.0019099426716418437,./submissions/105_recording-0-2019-02-25T23-07-35-099Z-0.wav,4
0.5670347673951878,0.5180632770439689,0.34031229174369165,0.012765833485883383,./submissions/109_recording-0-2019-02-27T14-03-12-470Z-0.wav,4
0.49715789430044993,0.46404934073123705,0.07098393947961079,0.012519329010936596,./submissions/119_recording-0-2019-02-27T17-11-30-210Z-0.wav,4
0.8540163441155011,0.8636190865385958,0.6545944785444635,0.4984957796740934,./submissions/121_recording-0-2019-02-28T01-40-53-437Z-0.wav,2
0.6792210046803469,0.661679779567186,0.5617087541663714,0.1865009659580105,./submissions/122_recording-0-2019-02-28T01-45-23-503Z-0.wav,3
0.5142060781234724,0.494089658304473,0.11151899401969903,0.01190513691630387,./submissions/127_recording-0-2019-03-02T18-01-45-359Z-0.wav,4
0.3997318832999505,0.36548753995466393,0.13487832224782764,0.0012417359346869412,./submissions/128_recording-0-2019-03-02T18-04-23-971Z-0.wav,4
0.363653704541672,0.3127313169850666,0.13503759266199916,0.008061033439443104,./submissions/129_recording-0-2019-03-06T08-55-40-566Z-0.wav,4
0.5072919812879677,0.48676239288112816,0.029137406378236055,0.004766424070246592,./submissions/152_recording-0-2019-03-11T15-15-28-451Z-0.wav,3
0.5449461657574685,0.5007508201688946,0.3414974216518172,0.2339767236107845,./submissions/193_recording-0-2019-03-13T18-58-57-377Z-0.wav,3
0.5416040858340693,0.5649031521046333,0.28900483208509853,0.0902956635951378,./submissions/194_recording-0-2019-03-13T18-59-38-471Z-0.wav,3
0.45211972461223976,0.3264188943119247,0.11478267124177106,0.0038433466823662,./submissions/211_recording-0-2019-03-18T17-02-46-446Z-0.wav,4
0.19114297675313754,0.2182771406179846,0.014294757953462984,0.0012226742781841873,./submissions/212_recording-0-2019-03-18T17-05-27-958Z-0.wav,4
0.609663587043516,0.5847830396248879,0.2961413775569978,0.004715867754446085,./submissions/213_recording-0-2019-03-19T09-35-10-383Z-0.wav,4
0.5068924178050592,0.45010418387972484,0.24634791889701704,0.002313381661229591,./submissions/218_recording-0-2019-03-19T17-19-00-212Z-0.wav,4
0.32177923145023074,0.2702792301983685,0.09956642901524478,0.008154410437805433,./submissions/223_recording-0-2019-03-19T17-48-45-461Z-0.wav,4
0.7819836381081607,0.7667505076856722,0.6682690780116037,0.45161430569884353,./submissions/395_recording-0-2019-03-21T05-45-37-822Z-0.wav,2
0.5908568149919082,0.5196529762198272,0.33187431091183794,0.003719609586155952,./submissions/432_recording-0-2019-03-28T14-56-04-736Z-0.wav,4
0.9738982275451101,0.9632556642891259,0.9439288283186558,0.8354423526298949,./submissions/443_recording-0-2019-03-29T12-37-48-905Z-0.wav,1
0.4752303106227192,0.4914250059723737,0.11036695654851966,0.009777378411348969,./submissions/451_recording-0-2019-03-29T22-16-08-466Z-0.wav,4
0.2562105634881686,0.23316432027566608,0.05606398468217839,0.002641689767134213,./submissions/452_recording-0-2019-03-29T22-17-18-547Z-0.wav,4
0.16469497172816774,0.15881728900693298,0.011256240185513192,0.0013060106969786237,./submissions/544_recording-0-2019-04-30T14-22-33-790Z-0.wav,4
0.8100417785801749,0.7953389316121533,0.6000883367322868,0.5596969592230061,./submissions/627_0bc3a45f3d5b47c6a7ec5b6e95a49fa5.wav,2
0.42566507463640546,0.3097323385939431,0.0959352915196811,0.002520740004839227,./submissions/697_ab1d3a3886594915a74054779e962663.wav,4
0.3638620448294046,0.3326117407704626,0.060711763569089215,0.015484267664809146,./submissions/698_2dc99149f325476b9798ee6250cdaadd.wav,3
0.4964514226430133,0.385548536231927,0.004565647397159334,0.001278413600587973,./submissions/685_1ff819109d494c5eb7dfb8054367625d.wav,4
0.4530736114004472,0.46936807616131593,0.37293653507066765,0.015275744424861737,./submissions/691_bce45112c85340d6a1f3a927f28c656d.wav,3
0.4849812003949502,0.42782143422042307,0.17368224820084557,0.008391991193395757,./submissions/705_68da583a216c416b8488dccde1d10a5d.wav,4
0.4555594570557916,0.37330900693324903,0.19845172404073785,0.015601387618825333,./submissions/716_f6040d1091ae4b3aa0c1d1bc9f9efce9.wav,4
0.17987440324336113,0.14516965549464012,0.019360404473669386,0.0013827414860339924,./submissions/721_dcd0c4dc919043c8b5ca3aa4b9e55f8d.wav,4
0.17052451775704439,0.07063629098108264,0.03860169644047089,0.017740593075491147,./submissions/722_49cb61f697aa4078975de169f630fbda.wav,4
0.38400466416901513,0.39282110848253016,0.059782391502695785,0.006045110870410597,./submissions/727_8cf8dd5f338c4456b83b19da4fbcbbec.wav,4
0.892710212297937,0.8730407905676706,0.736378059849074,0.474988681583568,./submissions/732_b0b04c2b8ad243bd87bb941ad6faa167.wav,2
0.16631690477899078,0.08881348244080438,0.004525887340911961,0.0014560353201948048,./submissions/737_47fc236b191f4973a70505e2efa313a5.wav,4
0.4745238569398886,0.4098578895547228,0.20312719236052937,0.08260988554878934,./submissions/747_84ca2e743e3f4ed4a4e49dde3ed9fab1.wav,4
0.4671414050803862,0.46172230803123654,0.1794241259715469,0.0039498107703382895,./submissions/872_5952803aedcd445a80f4085dbe9cb946.wav,4
0.47400820022783385,0.47825754544857335,0.07266367467454533,0.002388395347874109,./submissions/874_6cc9cc73c03b496386a71ea32b02b917.wav,4
0.5802098346006461,0.4848471883510822,0.13908759240614846,0.0283556883638556,./submissions/875_3c9b55314e9649f1a476484a18037cfc.wav,4
0.3106505008257231,0.2850456806485635,0.14329209098880566,0.03374014746735436,./submissions/876_0866a28f897541e09572d2f5560a2d2b.wav,4
0.4714164558092574,0.48666068131287565,0.2868472422667844,0.055495620736492945,./submissions/877_d0acb5bcc105436b960cb4e1b1af1190.wav,4
