mean_diff,std_diff,com_diff_dist,diff_0_20,diff_20_50,diff_50_100,diff_100_Inf,mean_diff_ext,diff_ext,com_diff_dist_ext,file_name,grade
25.322416387052616,25.802718278394295,5.143874643874644,0.48717948717948717,0.4358974358974359,0.05270655270655271,0.024216524216524215,54.59651357477362,31.797332763671875,6.596590909090909,./submissions/572_recording-0-2019-05-05T04-45-14-745Z-0.wav,4
1048.7577906768886,291.92056123863046,14.596866096866098,0.0,0.0,0.0,1.0,1241.9761019620028,1222.0827331542969,15.75,./submissions/577_recording-0-2019-05-05T04-57-13-820Z-0.wav,2
1052.8505542026965,169.6641286013688,14.796296296296296,0.0,0.0,0.0,1.0,1229.7114375721324,1202.4098205566406,15.221590909090908,./submissions/565_recording-0-2019-05-04T09-49-14-361Z-0.wav,1
27.834961777433342,24.997707268609485,5.177752293577981,0.4782110091743119,0.33715596330275227,0.1743119266055046,0.010321100917431193,64.48732428594467,38.791259765625,7.087155963302752,./submissions/567_recording-0-2019-05-04T10-10-24-080Z-0.wav,3
290.6677446935931,526.7810352242849,7.777777777777778,0.2535612535612536,0.39173789173789175,0.1225071225071225,0.23219373219373218,1069.4628382596102,85.3406982421875,14.278409090909092,./submissions/582_recording-0-2019-05-05T05-12-15-767Z-0.wav,4
182.33707404068733,383.797452989743,6.696581196581197,0.36752136752136755,0.26353276353276356,0.2094017094017094,0.15954415954415954,651.7776218761097,70.45787048339844,11.511363636363637,./submissions/587_recording-0-2019-05-05T05-22-47-145Z-0.wav,3
1382.444540461269,672.8081333296038,15.424311926605505,0.0,0.0,0.0,1.0,2152.1277843790317,1904.1758117675781,17.793577981651374,./submissions/592_recording-0-2019-05-05T05-32-03-608Z-0.wav,1
143.6496846610253,178.13157085215298,7.821100917431193,0.0676605504587156,0.2855504587155963,0.3451834862385321,0.30160550458715596,412.96516852422593,135.12515258789062,11.463302752293577,./submissions/596_recording-0-2019-05-05T05-43-27-858Z-0.wav,2
865.6092520372583,444.9651799542005,13.801605504587156,0.0,0.0,0.0,1.0,1519.5135106777925,1185.5902099609375,16.394495412844037,./submissions/601_recording-0-2019-05-05T05-51-46-502Z-0.wav,1
1182.6363909660129,602.2608415709916,14.75,0.0,0.0,0.0,1.0,1912.8261259586438,1901.0864868164062,17.041284403669724,./submissions/606_recording-0-2019-05-05T06-01-32-698Z-0.wav,1
30.910727563407008,23.79517198492112,5.528490028490029,0.3418803418803419,0.51994301994302,0.11253561253561253,0.02564102564102564,61.5008711381392,37.598052978515625,6.920454545454546,./submissions/615_recording-0-2019-05-06T16-06-31-935Z-0.wav,4
178.97454147529058,378.10055975590984,6.56980056980057,0.39173789173789175,0.36894586894586895,0.0868945868945869,0.15242165242165243,653.6173636859113,48.04840087890625,11.693181818181818,./submissions/620_recording-0-2019-05-06T16-23-04-516Z-0.wav,4
21.060714939041354,18.345901563961263,4.928774928774929,0.5811965811965812,0.3646723646723647,0.04415954415954416,0.009971509971509971,44.670812433416195,27.799713134765625,6.403409090909091,./submissions/621_b8e2940b0cd34a0498cf006dda8cd4b2.wav,4
1780.5579335623925,162.6918544911935,16.829128440366972,0.0,0.0,0.0,1.0,1929.9504416929472,1904.041015625,17.137614678899084,./submissions/623_afeeb2e544474236829031c080bfa6a1.wav,1
